h_id,hotel_name,dateAdded,dateUpdated,Price per night($),no.of.reserved rooms,totalAmount
5700,Metro Points Hotel-Washington North,2016-06-04T22:46:03Z,2018-03-20T15:35:51Z,21.08,7,147.56
5701,Metro Points Hotel-Washington North,2016-06-04T22:46:03Z,2018-03-20T15:35:51Z,21,3,63
5702,Metro Points Hotel-Washington North,2016-06-04T22:46:03Z,2018-03-20T15:35:51Z,20.34,3,61.02
5703,Metro Points Hotel-Washington North,2016-06-04T22:46:03Z,2018-03-20T15:35:51Z,20,2,40
5704,Metro Points Hotel-Washington North,2016-06-04T22:46:03Z,2018-03-20T15:35:51Z,19.84,2,39.68
5705,Metro Points Hotel-Washington North,2016-06-04T22:46:03Z,2018-03-20T15:35:51Z,20,2,40
5706,Metro Points Hotel-Washington North,2016-06-04T22:46:03Z,2018-03-20T15:35:51Z,20.16,6,120.96
5707,Metro Points Hotel-Washington North,2016-06-04T22:46:03Z,2018-03-20T15:35:51Z,19.84,2,39.68
5708,Metro Points Hotel-Washington North,2016-06-04T22:46:03Z,2018-03-20T15:35:51Z,19.5,4,78
5709,Metro Points Hotel-Washington North,2016-06-04T22:46:03Z,2018-03-20T15:35:51Z,19.84,2,39.68
5710,Metro Points Hotel-Washington North,2016-06-04T22:46:03Z,2018-03-20T15:35:51Z,20,2,40
5711,Metro Points Hotel-Washington North,2016-06-04T22:46:03Z,2018-03-20T15:35:51Z,20,4,80
5712,Metro Points Hotel-Washington North,2016-06-04T22:46:03Z,2018-03-20T15:35:51Z,19.84,2,39.68
5713,Metro Points Hotel-Washington North,2016-06-04T22:46:03Z,2018-03-20T15:35:51Z,20,4,80
5714,Metro Points Hotel-Washington North,2016-06-04T22:46:03Z,2018-03-20T15:35:51Z,19.68,3,59.04
5715,Metro Points Hotel-Washington North,2016-06-04T22:46:03Z,2018-03-20T15:35:51Z,19.84,3,59.52
5716,Metro Points Hotel-Washington North,2016-06-04T22:46:03Z,2018-03-20T15:35:51Z,19.84,2,39.68
5717,Metro Points Hotel-Washington North,2016-06-04T22:46:03Z,2018-03-20T15:35:51Z,20,2,40
5718,Metro Points Hotel-Washington North,2016-06-04T22:46:03Z,2018-03-20T15:35:51Z,19.84,2,39.68
5719,Metro Points Hotel-Washington North,2016-06-04T22:46:03Z,2018-03-20T15:35:51Z,19.84,2,39.68
5720,"Extended Stay America Washington, D.C. - Alexandria-Landmark",2016-06-22T19:05:51Z,2018-03-20T15:35:12Z,19.76,4,79.04
5721,"Extended Stay America Washington, D.C. - Alexandria-Landmark",2016-06-22T19:05:51Z,2018-03-20T15:35:12Z,23.83,3,71.49
5722,"Extended Stay America Washington, D.C. - Alexandria-Landmark",2016-06-22T19:05:51Z,2018-03-20T15:35:12Z,21,3,63
5723,"Extended Stay America Washington, D.C. - Alexandria-Landmark",2016-06-22T19:05:51Z,2018-03-20T15:35:12Z,19.67,4,78.68
5724,"Extended Stay America Washington, D.C. - Alexandria-Landmark",2016-06-22T19:05:51Z,2018-03-20T15:35:12Z,17.67,3,53.01
5725,"Extended Stay America Washington, D.C. - Alexandria-Landmark",2016-06-22T19:05:51Z,2018-03-20T15:35:12Z,16.25,3,48.75
5726,"Extended Stay America Washington, D.C. - Alexandria-Landmark",2016-06-22T19:05:51Z,2018-03-20T15:35:12Z,16,4,64
5727,"Extended Stay America Washington, D.C. - Alexandria-Landmark",2016-06-22T19:05:51Z,2018-03-20T15:35:12Z,18.08,3,54.24
5728,"Holiday Inn Express and Suites Exmore, Eastern Shore",2016-10-13T13:23:26Z,2018-03-20T15:34:03Z,22.58,3,67.74
5729,"Holiday Inn Express and Suites Exmore, Eastern Shore",2016-10-13T13:23:26Z,2018-03-20T15:34:03Z,29.58,4,118.32
5730,"Holiday Inn Express and Suites Exmore, Eastern Shore",2016-10-13T13:23:26Z,2018-03-20T15:34:03Z,34.42,3,103.26
5731,"Holiday Inn Express and Suites Exmore, Eastern Shore",2016-10-13T13:23:26Z,2018-03-20T15:34:03Z,34.42,4,137.68
5732,"Holiday Inn Express and Suites Exmore, Eastern Shore",2016-10-13T13:23:26Z,2018-03-20T15:34:03Z,35.67,3,107.01
5733,"Holiday Inn Express and Suites Exmore, Eastern Shore",2016-10-13T13:23:26Z,2018-03-20T15:34:03Z,38.42,7,268.94
5734,Holiday Inn Express Prince Frederick,2016-05-10T03:50:04Z,2018-03-20T15:33:57Z,38.33,2,76.66
5735,Holiday Inn Express Prince Frederick,2016-05-10T03:50:04Z,2018-03-20T15:33:57Z,36.92,2,73.84
5736,Holiday Inn Express Prince Frederick,2016-05-10T03:50:04Z,2018-03-20T15:33:57Z,28.92,3,86.76
5737,Holiday Inn Express Prince Frederick,2016-05-10T03:50:04Z,2018-03-20T15:33:57Z,28.75,3,86.25
5738,Holiday Inn Express Prince Frederick,2016-05-10T03:50:04Z,2018-03-20T15:33:57Z,30,4,120
5739,Holiday Inn Express Prince Frederick,2016-05-10T03:50:04Z,2018-03-20T15:33:57Z,30.42,3,91.26
5740,Holiday Inn Express Prince Frederick,2016-05-10T03:50:04Z,2018-03-20T15:33:57Z,30.42,4,121.68
5741,Holiday Inn Express Prince Frederick,2016-05-10T03:50:04Z,2018-03-20T15:33:57Z,30,2,60
5742,Holiday Inn Express Prince Frederick,2016-05-10T03:50:04Z,2018-03-20T15:33:57Z,31.67,4,126.68
5743,Holiday Inn Express Prince Frederick,2016-05-10T03:50:04Z,2018-03-20T15:33:57Z,32.42,2,64.84
5744,Holiday Inn Express Prince Frederick,2016-05-10T03:50:04Z,2018-03-20T15:33:57Z,33.75,3,101.25
5745,Holiday Inn Express Prince Frederick,2016-05-10T03:50:04Z,2018-03-20T15:33:57Z,29.58,3,88.74
5746,Holiday Inn Express Prince Frederick,2016-05-10T03:50:04Z,2018-03-20T15:33:57Z,23.08,2,46.16
5747,Holiday Inn Express Prince Frederick,2016-05-10T03:50:04Z,2018-03-20T15:33:57Z,18.75,2,37.5
5748,Holiday Inn Express Prince Frederick,2016-05-10T03:50:04Z,2018-03-20T15:33:57Z,16.42,4,65.68
5749,Holiday Inn Express Prince Frederick,2016-05-10T03:50:04Z,2018-03-20T15:33:57Z,15.83,4,63.32
5750,Holiday Inn Express Prince Frederick,2016-05-10T03:50:04Z,2018-03-20T15:33:57Z,28.58,2,57.16
5751,Holiday Inn Express Prince Frederick,2016-05-10T03:50:04Z,2018-03-20T15:33:57Z,28.17,2,56.34
5752,Holiday Inn Express Prince Frederick,2016-05-10T03:50:04Z,2018-03-20T15:33:57Z,29.17,4,116.68
5753,Holiday Inn Express Prince Frederick,2016-05-10T03:50:04Z,2018-03-20T15:33:57Z,27,5,135
5754,Holiday Inn Express Prince Frederick,2016-05-10T03:50:04Z,2018-03-20T15:33:57Z,26.83,2,53.66
5755,Holiday Inn Express Prince Frederick,2016-05-10T03:50:04Z,2018-03-20T15:33:57Z,25.92,5,129.6
5756,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,34.67,3,104.01
5757,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,31,4,124
5758,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,32.92,4,131.68
5759,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,39.08,5,195.4
5760,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,47.08,4,188.32
5761,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,57.25,3,171.75
5762,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,55.75,4,223
5763,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,44.17,4,176.68
5764,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,41.67,4,166.68
5765,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,39.92,4,159.68
5766,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,41.5,5,207.5
5767,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,49.83,2,99.66
5768,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,46.5,4,186
5769,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,44.42,4,177.68
5770,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,43,4,172
5771,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,45.83,4,183.32
5772,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,49.67,4,198.68
5773,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,49,2,98
5774,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,43.58,6,261.48
5775,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,39.58,2,79.16
5776,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,38.58,2,77.16
5777,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,37.92,2,75.84
5778,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,37.75,3,113.25
5779,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,35,3,105
5780,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,33.33,2,66.66
5781,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,37.75,3,113.25
5782,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,44.25,4,177
5783,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,47.33,5,236.65
5784,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,45.42,2,90.84
5785,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,44.42,2,88.84
5786,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,41.5,2,83
5787,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,40.33,3,120.99
5788,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,40.42,2,80.84
5789,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,43.58,3,130.74
5790,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,54,4,216
5791,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,55.42,3,166.26
5792,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,64.17,3,192.51
5793,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,74.58,2,149.16
5794,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,68.08,2,136.16
5795,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,58.75,2,117.5
5796,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,48.75,2,97.5
5797,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,50.42,3,151.26
5798,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,47.75,2,95.5
5799,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,46.25,2,92.5
5800,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,47.08,3,141.24
5801,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17,3,51
5802,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17.12,2,34.24
5803,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17.36,2,34.72
5804,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17,5,85
5805,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17.16,2,34.32
5806,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,16.72,4,66.88
5807,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17.12,3,51.36
5808,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17.9,2,35.8
5809,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17.52,3,52.56
5810,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17.5,3,52.5
5811,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17.6,3,52.8
5812,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17.68,4,70.72
5813,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,19.46,4,77.84
5814,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,19.36,2,38.72
5815,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,18.86,2,37.72
5816,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17.92,2,35.84
5817,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17.58,3,52.74
5818,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17.5,3,52.5
5819,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17.34,4,69.36
5820,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17.64,3,52.92
5821,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17.56,3,52.68
5822,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17.52,3,52.56
5823,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17.66,3,52.98
5824,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17.46,3,52.38
5825,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17.5,3,52.5
5826,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17.3,3,51.9
5827,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17.58,1,17.58
5828,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17.3,4,69.2
5829,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,16.52,2,33.04
5830,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,16.58,2,33.16
5831,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,16.58,2,33.16
5832,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17.12,3,51.36
5833,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,16.84,3,50.52
5834,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17.16,2,34.32
5835,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17,2,34
5836,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,17,2,34
5837,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,21.08,3,63.24
5838,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,22.26,2,44.52
5839,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,23.14,3,69.42
5840,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,24.16,8,193.28
5841,"The Virginian Suites, an Ascend Hotel Collection Member",2017-09-01T08:20:35Z,2018-03-20T15:33:31Z,23.84,2,47.68
5842,Days Inn Chincoteague Island,2018-02-02T16:06:05Z,2018-03-20T15:30:22Z,23.92,2,47.84
5843,Days Inn Chincoteague Island,2018-02-02T16:06:05Z,2018-03-20T15:30:22Z,23.42,2,46.84
5844,Days Inn Chincoteague Island,2018-02-02T16:06:05Z,2018-03-20T15:30:22Z,23.76,2,47.52
5845,Days Inn Chincoteague Island,2018-02-02T16:06:05Z,2018-03-20T15:30:22Z,23.5,2,47
5846,Days Inn Chincoteague Island,2018-02-02T16:06:05Z,2018-03-20T15:30:22Z,24.26,2,48.52
5847,Days Inn Chincoteague Island,2018-02-02T16:06:05Z,2018-03-20T15:30:22Z,24,3,72
5848,Days Inn Chincoteague Island,2018-02-02T16:06:05Z,2018-03-20T15:30:22Z,23.76,4,95.04
5849,Days Inn Chincoteague Island,2018-02-02T16:06:05Z,2018-03-20T15:30:22Z,24.08,3,72.24
5850,Days Inn Chincoteague Island,2018-02-02T16:06:05Z,2018-03-20T15:30:22Z,23.34,4,93.36
5851,Days Inn Chincoteague Island,2018-02-02T16:06:05Z,2018-03-20T15:30:22Z,23.5,2,47
5852,Days Inn Chincoteague Island,2018-02-02T16:06:05Z,2018-03-20T15:30:22Z,22.58,2,45.16
5853,Days Inn Chincoteague Island,2018-02-02T16:06:05Z,2018-03-20T15:30:22Z,21.84,2,43.68
5854,Days Inn Chincoteague Island,2018-02-02T16:06:05Z,2018-03-20T15:30:22Z,21.26,4,85.04
5855,Hampton Inn-lincolnton,2015-10-23T00:51:21Z,2018-03-19T17:12:43Z,21,4,84
5856,Super 8-wytheville,2016-11-06T04:39:58Z,2018-03-19T17:06:08Z,21.08,2,42.16
5857,Super 8-wytheville,2016-11-06T04:39:58Z,2018-03-19T17:06:08Z,21.58,3,64.74
5858,Residence Inn Naples,2016-12-15T19:42:44Z,2018-03-19T13:00:12Z,21.26,2,42.52
5859,Residence Inn Naples,2016-12-15T19:42:44Z,2018-03-19T13:00:12Z,20.92,3,62.76
5860,Residence Inn Naples,2016-12-15T19:42:44Z,2018-03-19T13:00:12Z,21.08,2,42.16
5861,Residence Inn Naples,2016-12-15T19:42:44Z,2018-03-19T13:00:12Z,20.5,2,41
5862,Residence Inn Naples,2016-12-15T19:42:44Z,2018-03-19T13:00:12Z,21,2,42
5863,Residence Inn Naples,2016-12-15T19:42:44Z,2018-03-19T13:00:12Z,21.84,3,65.52
5864,Residence Inn Naples,2016-12-15T19:42:44Z,2018-03-19T13:00:12Z,21,2,42
5865,Comfort Suites-Texarkana,2018-01-18T18:43:23Z,2018-03-19T07:11:54Z,20.76,4,83.04
5866,Econo Lodge,2018-01-18T18:43:33Z,2018-03-19T07:06:00Z,20.34,7,142.38
5867,Hampton Inn & Suites Tulsa South-bixby,2015-10-24T00:19:41Z,2018-03-19T05:23:47Z,20,5,100
5868,Hampton Inn & Suites Tulsa South-bixby,2015-10-24T00:19:41Z,2018-03-19T05:23:47Z,20.16,4,80.64
5869,Hampton Inn & Suites Tulsa South-bixby,2015-10-24T00:19:41Z,2018-03-19T05:23:47Z,21.16,2,42.32
5870,Hampton Inn & Suites Tulsa South-bixby,2015-10-24T00:19:41Z,2018-03-19T05:23:47Z,20.26,3,60.78
5871,Hampton Inn & Suites Tulsa South-bixby,2015-10-24T00:19:41Z,2018-03-19T05:23:47Z,20.26,2,40.52
5872,Grand Hyatt Tampa Bay,2016-03-27T05:27:25Z,2018-03-19T00:56:25Z,20.08,7,140.56
5873,Grand Hyatt Tampa Bay,2016-03-27T05:27:25Z,2018-03-19T00:56:25Z,20.76,2,41.52
5874,Grand Hyatt Tampa Bay,2016-03-27T05:27:25Z,2018-03-19T00:56:25Z,20.66,4,82.64
5875,Grand Hyatt Tampa Bay,2016-03-27T05:27:25Z,2018-03-19T00:56:25Z,20.5,4,82
5876,Grand Hyatt Tampa Bay,2016-03-27T05:27:25Z,2018-03-19T00:56:25Z,20.5,2,41
5877,Grand Hyatt Tampa Bay,2016-03-27T05:27:25Z,2018-03-19T00:56:25Z,20.58,4,82.32
5878,Grand Hyatt Tampa Bay,2016-03-27T05:27:25Z,2018-03-19T00:56:25Z,20.58,5,102.9
5879,Grand Hyatt Tampa Bay,2016-03-27T05:27:25Z,2018-03-19T00:56:25Z,20.66,4,82.64
5880,Grand Hyatt Tampa Bay,2016-03-27T05:27:25Z,2018-03-19T00:56:25Z,20.67,2,41.34
5881,Grand Hyatt Tampa Bay,2016-03-27T05:27:25Z,2018-03-19T00:56:25Z,0.33,5,1.65
5882,Grand Hyatt Tampa Bay,2016-03-27T05:27:25Z,2018-03-19T00:56:25Z,0.33,3,0.99
5883,Inn At Cross Keys Station,2016-11-18T15:48:09Z,2018-03-19T00:50:57Z,0.33,2,0.66
5884,Inn At Cross Keys Station,2016-11-18T15:48:09Z,2018-03-19T00:50:57Z,0.33,4,1.32
5885,Inn At Cross Keys Station,2016-11-18T15:48:09Z,2018-03-19T00:50:57Z,0.33,4,1.32
5886,Inn At Cross Keys Station,2016-11-18T15:48:09Z,2018-03-19T00:50:57Z,0.33,4,1.32
5887,Inn At Cross Keys Station,2016-11-18T15:48:09Z,2018-03-19T00:50:57Z,0.33,3,0.99
5888,Stage Stop Hotel,2016-07-18T19:42:01Z,2018-03-18T19:41:48Z,0.33,2,0.66
5889,Siesta Motel,2017-07-20T04:35:53Z,2018-03-18T19:40:01Z,0.33,3,0.99
5890,Days Inn - Wytheville,2016-11-06T04:39:59Z,2018-03-18T19:38:55Z,0.33,3,0.99
5891,Days Inn - Wytheville,2016-11-06T04:39:59Z,2018-03-18T19:38:55Z,0.33,2,0.66
5892,Days Inn - Wytheville,2016-11-06T04:39:59Z,2018-03-18T19:38:55Z,0.34,2,0.68
5893,Best Western Territorial Inn Suites,2016-06-06T16:18:17Z,2018-03-18T19:37:35Z,0.36,2,0.72
5894,Best Western Territorial Inn Suites,2016-06-06T16:18:17Z,2018-03-18T19:37:35Z,0.33,2,0.66
5895,Best Western Territorial Inn Suites,2016-06-06T16:18:17Z,2018-03-18T19:37:35Z,0.33,1,0.33
5896,Best Western Territorial Inn Suites,2016-06-06T16:18:17Z,2018-03-18T19:37:35Z,0.33,3,0.99
5897,Best Western Territorial Inn Suites,2016-06-06T16:18:17Z,2018-03-18T19:37:35Z,0.33,4,1.32
5898,Riviera Motel,2016-03-23T04:04:30Z,2018-03-18T19:35:26Z,0.33,2,0.66
5899,Coral Beach Resort and Suites,2016-11-14T15:15:20Z,2018-03-18T13:42:20Z,0.33,2,0.66
5900,Hampton Inn & Suites Salisbury Fruitland,2016-05-04T01:31:41Z,2018-03-18T05:26:02Z,0.33,2,0.66
5901,Hampton Inn & Suites Salisbury Fruitland,2016-05-04T01:31:41Z,2018-03-18T05:26:02Z,0.33,3,0.99
5902,Hampton Inn & Suites Salisbury Fruitland,2016-05-04T01:31:41Z,2018-03-18T05:26:02Z,0.33,3,0.99
5903,Four Points by Sheraton Jacksonville Baymeadows,2016-07-18T19:16:47Z,2018-03-18T05:25:37Z,0.33,3,0.99
5904,Four Points by Sheraton Jacksonville Baymeadows,2016-07-18T19:16:47Z,2018-03-18T05:25:37Z,0.33,3,0.99
5905,Four Points by Sheraton Jacksonville Baymeadows,2016-07-18T19:16:47Z,2018-03-18T05:25:37Z,0.33,4,1.32
5906,Four Points by Sheraton Jacksonville Baymeadows,2016-07-18T19:16:47Z,2018-03-18T05:25:37Z,0.33,2,0.66
5907,Four Points by Sheraton Jacksonville Baymeadows,2016-07-18T19:16:47Z,2018-03-18T05:25:37Z,0.33,3,0.99
5908,Four Points by Sheraton Jacksonville Baymeadows,2016-07-18T19:16:47Z,2018-03-18T05:25:37Z,0.33,2,0.66
5909,Fireside Motel,2016-11-18T15:48:05Z,2018-03-18T04:47:53Z,0.33,2,0.66
5910,Fireside Motel,2016-11-18T15:48:05Z,2018-03-18T04:47:53Z,0.33,3,0.99
5911,Fireside Motel,2016-11-18T15:48:05Z,2018-03-18T04:47:53Z,0.33,3,0.99
5912,Fireside Motel,2016-11-18T15:48:05Z,2018-03-18T04:47:53Z,0.33,2,0.66
5913,Fireside Motel,2016-11-18T15:48:05Z,2018-03-18T04:47:53Z,0.37,4,1.48
5914,Super 8 Indio,2016-02-16T05:00:16Z,2018-03-18T04:47:38Z,0.35,3,1.05
5915,Super 8 Indio,2016-02-16T05:00:16Z,2018-03-18T04:47:38Z,0.33,3,0.99
5916,Inn at Middletown,2016-10-11T17:00:35Z,2018-03-18T04:47:29Z,0.33,3,0.99
5917,Inn at Middletown,2016-10-11T17:00:35Z,2018-03-18T04:47:29Z,0.33,3,0.99
5918,Inn at Middletown,2016-10-11T17:00:35Z,2018-03-18T04:47:29Z,0.33,3,0.99
5919,Courtyard Bloomington,2016-12-15T19:37:23Z,2018-03-18T04:47:25Z,0.33,2,0.66
5920,Four Points By Sheraton Charlotte-pineville,2016-09-08T04:58:00Z,2018-03-17T20:46:15Z,0.33,2,0.66
5921,Four Points By Sheraton Charlotte-pineville,2016-09-08T04:58:00Z,2018-03-17T20:46:15Z,0.33,2,0.66
5922,Best Western Plus Sikeston,2016-03-31T03:49:47Z,2018-03-17T18:13:10Z,0.33,2,0.66
5923,Best Western Plus Sikeston,2016-03-31T03:49:47Z,2018-03-17T18:13:10Z,0.33,2,0.66
5924,Best Western Plus Sikeston,2016-03-31T03:49:47Z,2018-03-17T18:13:10Z,0.74,2,1.48
