h_id,accm_txn_complete_time
3010,5/31/2022
3011,06-01-22
3012,06-02-22
3013,06-03-22
3014,06-04-22
3015,06-05-22
3016,06-06-22
3017,06-07-22
3018,06-08-22
3019,06-09-22
3020,06-10-22
3021,06-11-22
3022,06-12-22
3023,6/13/2022
3024,6/14/2022
3025,5/15/2022
3026,5/16/2022
3027,5/17/2022
3028,5/18/2022
3029,5/19/2022
3030,5/20/2022
3031,5/21/2022
3032,5/22/2022
3033,5/23/2022
3034,5/24/2022
3035,5/25/2022
3036,5/26/2022
3037,5/27/2022
3038,5/28/2022
3039,5/29/2022
3040,5/30/2022
3041,5/31/2022
3042,06-01-22
3043,06-02-22
3044,06-03-22
3045,06-04-22
3046,06-05-22
3047,06-06-22
3048,06-07-22
3049,06-08-22
3050,06-09-22
3051,06-10-22
3052,06-11-22
3053,06-12-22
3054,6/13/2022
3055,6/14/2022
3056,5/15/2022
3057,5/16/2022
3058,5/17/2022
3059,5/18/2022
3060,5/19/2022
3061,5/20/2022
3062,5/21/2022
3063,5/22/2022
3064,5/23/2022
3065,5/24/2022
3066,5/25/2022
3067,5/26/2022
3068,5/27/2022
3069,5/28/2022
3070,5/29/2022
3071,5/30/2022
3072,5/31/2022
3073,06-01-22
3074,06-02-22
3075,06-03-22
3076,06-04-22
3077,06-05-22
3078,06-06-22
3079,06-07-22
3080,06-08-22
3081,06-09-22
3082,06-10-22
3083,06-11-22
3084,06-12-22
3085,6/13/2022
3086,6/14/2022
3087,5/15/2022
3088,5/16/2022
3089,5/17/2022
3090,5/18/2022
3091,5/19/2022
3092,5/20/2022
3093,5/21/2022
3094,5/22/2022
3095,5/23/2022
3096,5/24/2022
3097,5/25/2022
3098,5/26/2022
3099,5/27/2022
3100,5/28/2022
3101,5/29/2022
3102,5/30/2022
3103,5/31/2022
3104,06-01-22
3105,06-02-22
3106,06-03-22
3107,06-04-22
3108,06-05-22
3109,06-06-22
3110,06-07-22
3111,06-08-22
3112,06-09-22
3113,06-10-22
3114,06-11-22
3115,06-12-22
3116,6/13/2022
3117,6/14/2022
3118,5/15/2022
3119,5/16/2022
3120,5/17/2022
3121,5/18/2022
3122,5/19/2022
3123,5/20/2022
3124,5/21/2022
3125,5/22/2022
3126,5/23/2022
3127,5/24/2022
3128,5/25/2022
3129,5/26/2022
3130,5/27/2022
3131,5/28/2022
3132,5/29/2022
3133,5/30/2022
3134,5/31/2022
3135,06-01-22
3136,06-02-22
3137,06-03-22
3138,06-04-22
3139,06-05-22
3140,06-06-22
3141,06-07-22
3142,06-08-22
3143,06-09-22
3144,06-10-22
3145,06-11-22
3146,06-12-22
3147,6/13/2022
3148,6/14/2022
3149,5/15/2022
3150,5/16/2022
3151,5/17/2022
3152,5/18/2022
3153,5/19/2022
3154,5/20/2022
3155,5/21/2022
3156,5/22/2022
3157,5/23/2022
3158,5/24/2022
3159,5/25/2022
3160,5/26/2022
3161,5/27/2022
3162,5/28/2022
3163,5/29/2022
3164,5/30/2022
3165,5/31/2022
3166,06-01-22
3167,06-02-22
3168,06-03-22
3169,06-04-22
3170,06-05-22
3171,06-06-22
3172,06-07-22
3173,06-08-22
3174,06-09-22
3175,06-10-22
3176,06-11-22
3177,06-12-22
3178,6/13/2022
3179,6/14/2022
3180,5/14/2022
3181,5/15/2022
3182,5/16/2022
3183,5/17/2022
3184,5/18/2022
3185,5/19/2022
3186,5/20/2022
3187,5/21/2022
3188,5/22/2022
3189,5/23/2022
3190,5/24/2022
3191,5/25/2022
3192,5/26/2022
3193,5/27/2022
3194,5/28/2022
3195,5/29/2022
3196,5/30/2022
3197,5/31/2022
3198,06-01-22
3199,06-02-22
3200,06-03-22
3201,06-04-22
3202,06-05-22
3203,06-06-22
3204,06-07-22
3205,06-08-22
3206,06-09-22
3207,06-10-22
3208,06-11-22
3209,06-12-22
3210,6/13/2022
3211,6/14/2022
3212,5/15/2022
3213,5/16/2022
3214,5/17/2022
3215,5/18/2022
3216,5/19/2022
3217,5/20/2022
3218,5/21/2022
3219,5/22/2022
3220,5/23/2022
3221,5/24/2022
3222,5/25/2022
3223,5/26/2022
3224,5/27/2022
3225,5/28/2022
3226,5/29/2022
3227,5/30/2022
3228,5/31/2022
3229,06-01-22
3230,06-02-22
3231,06-03-22
3232,06-04-22
3233,06-05-22
3234,06-06-22
3235,06-07-22
3236,06-08-22
3237,06-09-22
3238,06-10-22
3239,06-11-22
3240,06-12-22
3241,6/13/2022
3242,6/14/2022
3243,5/15/2022
3244,5/16/2022
3245,5/17/2022
3246,5/18/2022
3247,5/19/2022
3248,5/20/2022
3249,5/21/2022
3250,5/22/2022
3251,5/23/2022
3252,5/24/2022
3253,5/25/2022
3254,5/26/2022
3255,5/27/2022
3256,5/28/2022
3257,5/29/2022
3258,5/30/2022
3259,5/31/2022
3260,06-01-22
3261,06-02-22
3262,06-03-22
3263,06-04-22
3264,06-05-22
3265,06-06-22
3266,06-07-22
3267,06-08-22
3268,06-09-22
3269,06-10-22
3270,06-11-22
3271,06-12-22
3272,6/13/2022
3273,6/14/2022
3274,5/15/2022
3275,5/16/2022
3276,5/17/2022
3277,5/18/2022
3278,5/19/2022
3279,5/20/2022
3280,5/21/2022
3281,5/22/2022
3282,5/23/2022
3283,5/24/2022
3284,5/25/2022
3285,5/26/2022
3286,5/27/2022
3287,5/28/2022
3288,5/29/2022
3289,5/30/2022
3290,5/31/2022
3291,06-01-22
3292,06-02-22
3293,06-03-22
3294,06-04-22
3295,06-05-22
3296,06-06-22
3297,06-07-22
3298,06-08-22
3299,06-09-22
3300,06-10-22
3301,06-11-22
3302,06-12-22
3303,6/13/2022
3304,6/14/2022
3305,5/15/2022
3306,5/16/2022
3307,5/17/2022
3308,5/18/2022
3309,5/19/2022
3310,5/20/2022
3311,5/21/2022
3312,5/22/2022
3313,5/23/2022
3314,5/24/2022
3315,5/25/2022
3316,5/26/2022
3317,5/27/2022
3318,5/28/2022
3319,5/29/2022
3320,5/30/2022
3321,5/31/2022
3322,06-01-22
3323,06-02-22
3324,06-03-22
3325,06-04-22
3326,06-05-22
3327,06-06-22
3328,06-07-22
3329,06-08-22
3330,06-09-22
3331,06-10-22
3332,06-11-22
3333,06-12-22
3334,6/13/2022
3335,6/14/2022
3336,5/15/2022
3337,5/16/2022
3338,5/17/2022
3339,5/18/2022
3340,5/19/2022
3341,5/20/2022
3342,5/21/2022
3343,5/22/2022
3344,5/23/2022
3345,5/24/2022
3346,5/25/2022
3347,5/26/2022
3348,5/27/2022
3349,5/28/2022
3350,5/29/2022
3351,5/30/2022
3352,5/31/2022
3353,06-01-22
3354,06-02-22
3355,06-03-22
3356,06-04-22
3357,06-05-22
3358,06-06-22
3359,06-07-22
3360,06-08-22
3361,06-09-22
3362,06-10-22
3363,06-11-22
3364,06-12-22
3365,6/13/2022
3366,6/14/2022
3367,5/14/2022
3368,5/15/2022
3369,5/16/2022
3370,5/17/2022
3371,5/18/2022
3372,5/19/2022
3373,5/20/2022
3374,5/21/2022
3375,5/22/2022
3376,5/23/2022
3377,5/24/2022
3378,5/25/2022
3379,5/26/2022
3380,5/27/2022
3381,5/28/2022
3382,5/29/2022
3383,5/30/2022
3384,5/31/2022
3385,06-01-22
3386,06-02-22
3387,06-03-22
3388,06-04-22
3389,06-05-22
3390,06-06-22
3391,06-07-22
3392,06-08-22
3393,06-09-22
3394,06-10-22
3395,06-11-22
3396,06-12-22
3397,6/13/2022
3398,6/14/2022
3399,5/15/2022
3400,5/16/2022
3401,5/17/2022
3402,5/18/2022
3403,5/19/2022
3404,5/20/2022
3405,5/21/2022
3406,5/22/2022
3407,5/23/2022
3408,5/24/2022
3409,5/25/2022
3410,5/26/2022
3411,5/27/2022
3412,5/28/2022
3413,5/29/2022
3414,5/30/2022
3415,5/31/2022
3416,06-01-22
3417,06-02-22
3418,06-03-22
3419,06-04-22
3420,06-05-22
3421,06-06-22
3422,06-07-22
3423,06-08-22
3424,06-09-22
3425,06-10-22
3426,06-11-22
3427,06-12-22
3428,6/13/2022
3429,6/14/2022
3430,5/15/2022
3431,5/16/2022
3432,5/17/2022
3433,5/18/2022
3434,5/19/2022
3435,5/20/2022
3436,5/21/2022
3437,5/22/2022
3438,5/23/2022
3439,5/24/2022
3440,5/25/2022
3441,5/26/2022
3442,5/27/2022
3443,5/28/2022
3444,5/29/2022
3445,5/30/2022
3446,5/31/2022
3447,06-01-22
3448,06-02-22
3449,06-03-22
3450,06-04-22
3451,06-05-22
3452,06-06-22
3453,06-07-22
3454,06-08-22
3455,06-09-22
3456,06-10-22
3457,06-11-22
3458,06-12-22
3459,6/13/2022
3460,6/14/2022
3461,5/15/2022
3462,5/16/2022
3463,5/17/2022
3464,5/18/2022
3465,5/19/2022
3466,5/20/2022
3467,5/21/2022
3468,5/22/2022
3469,5/23/2022
3470,5/24/2022
3471,5/25/2022
3472,5/26/2022
3473,5/27/2022
3474,5/28/2022
3475,5/29/2022
3476,5/30/2022
3477,5/31/2022
3478,06-01-22
3479,06-02-22
3480,06-03-22
3481,06-04-22
3482,06-05-22
3483,06-06-22
3484,06-07-22
3485,06-08-22
3486,06-09-22
3487,06-10-22
3488,06-11-22
3489,06-12-22
3490,6/13/2022
3491,6/14/2022
3492,5/15/2022
3493,5/16/2022
3494,5/17/2022
3495,5/18/2022
3496,5/19/2022
3497,5/20/2022
3498,5/21/2022
3499,5/22/2022
3500,5/23/2022
3501,5/24/2022
3502,5/25/2022
3503,5/26/2022
3504,5/27/2022
3505,5/28/2022
3506,5/29/2022
3507,5/30/2022
3508,5/31/2022
3509,06-01-22
3510,06-02-22
3511,06-03-22
3512,06-04-22
3513,06-05-22
3514,06-06-22
3515,06-07-22
3516,06-08-22
3517,06-09-22
3518,06-10-22
3519,06-11-22
3520,06-12-22
3521,6/13/2022
3522,6/14/2022
3523,5/15/2022
3524,5/16/2022
3525,5/17/2022
3526,5/18/2022
3527,5/19/2022
3528,5/20/2022
3529,5/21/2022
3530,5/22/2022
3531,5/23/2022
3532,5/24/2022
3533,5/25/2022
3534,5/26/2022
3535,5/27/2022
3536,5/28/2022
3537,5/29/2022
3538,5/30/2022
3539,5/31/2022
3540,06-01-22
3541,06-02-22
3542,06-03-22
3543,06-04-22
3544,06-05-22
3545,06-06-22
3546,06-07-22
3547,06-08-22
3548,06-09-22
3549,06-10-22
3550,06-11-22
3551,06-12-22
3552,6/13/2022
3553,6/14/2022
3554,5/14/2022
3555,5/15/2022
3556,5/16/2022
3557,5/17/2022
3558,5/18/2022
3559,5/19/2022
3560,5/20/2022
3561,5/21/2022
3562,5/22/2022
3563,5/23/2022
3564,5/24/2022
3565,5/25/2022
3566,5/26/2022
3567,5/27/2022
3568,5/28/2022
3569,5/29/2022
3570,5/30/2022
3571,5/31/2022
3572,06-01-22
3573,06-02-22
3574,06-03-22
3575,06-04-22
3576,06-05-22
3577,06-06-22
3578,06-07-22
3579,06-08-22
3580,06-09-22
3581,06-10-22
3582,06-11-22
3583,06-12-22
3584,6/13/2022
3585,6/14/2022
3586,5/15/2022
3587,5/16/2022
3588,5/17/2022
3589,5/18/2022
3590,5/19/2022
3591,5/20/2022
3592,5/21/2022
3593,5/22/2022
3594,5/23/2022
3595,5/24/2022
3596,5/25/2022
3597,5/26/2022
3598,5/27/2022
3599,5/28/2022
3600,5/29/2022
3601,5/30/2022
3602,5/31/2022
3603,06-01-22
3604,06-02-22
3605,06-03-22
3606,06-04-22
3607,06-05-22
3608,06-06-22
3609,06-07-22
3610,06-08-22
3611,06-09-22
3612,06-10-22
3613,06-11-22
3614,06-12-22
3615,6/13/2022
3616,6/14/2022
3617,5/15/2022
3618,5/16/2022
3619,5/17/2022
3620,5/18/2022
3621,5/19/2022
3622,5/20/2022
3623,5/21/2022
3624,5/22/2022
3625,5/23/2022
3626,5/24/2022
3627,5/25/2022
3628,5/26/2022
3629,5/27/2022
3630,5/28/2022
3631,5/29/2022
3632,5/30/2022
3633,5/31/2022
3634,06-01-22
3635,06-02-22
3636,06-03-22
3637,06-04-22
3638,06-05-22
3639,06-06-22
3640,06-07-22
3641,06-08-22
3642,06-09-22
3643,06-10-22
3644,06-11-22
3645,06-12-22
3646,6/13/2022
3647,6/14/2022
3648,5/15/2022
3649,5/16/2022
3650,5/17/2022
3651,5/18/2022
3652,5/19/2022
3653,5/20/2022
3654,5/21/2022
3655,5/22/2022
3656,5/23/2022
3657,5/24/2022
3658,5/25/2022
3659,5/26/2022
3660,5/27/2022
3661,5/28/2022
3662,5/29/2022
3663,5/30/2022
3664,5/31/2022
3665,06-01-22
3666,06-02-22
3667,06-03-22
3668,06-04-22
3669,06-05-22
3670,06-06-22
3671,06-07-22
3672,06-08-22
3673,06-09-22
3674,06-10-22
3675,06-11-22
3676,06-12-22
3677,6/13/2022
3678,6/14/2022
3679,5/15/2022
3680,5/16/2022
3681,5/17/2022
3682,5/18/2022
3683,5/19/2022
3684,5/20/2022
3685,5/21/2022
3686,5/22/2022
3687,5/23/2022
3688,5/24/2022
3689,5/25/2022
3690,5/26/2022
3691,5/27/2022
3692,5/28/2022
3693,5/29/2022
3694,5/30/2022
3695,5/31/2022
3696,06-01-22
3697,06-02-22
3698,06-03-22
3699,06-04-22
3700,06-05-22
3701,06-06-22
3702,06-07-22
3703,06-08-22
3704,06-09-22
3705,06-10-22
3706,06-11-22
3707,06-12-22
3708,6/13/2022
3709,6/14/2022
3710,5/15/2022
3711,5/16/2022
3712,5/17/2022
3713,5/18/2022
3714,5/19/2022
3715,5/20/2022
3716,5/21/2022
3717,5/22/2022
3718,5/23/2022
3719,5/24/2022
3720,5/25/2022
3721,5/26/2022
3722,5/27/2022
3723,5/28/2022
3724,5/29/2022
3725,5/30/2022
3726,5/31/2022
3727,06-01-22
3728,06-02-22
3729,06-03-22
3730,06-04-22
3731,06-05-22
3732,06-06-22
3733,06-07-22
3734,06-08-22
3735,06-09-22
3736,06-10-22
3737,06-11-22
3738,06-12-22
3739,6/13/2022
3740,6/14/2022
3741,5/31/2022
3742,06-01-22
3743,06-02-22
3744,06-03-22
3745,06-04-22
3746,06-05-22
3747,06-06-22
3748,06-07-22
3749,06-08-22
3750,06-09-22
3751,06-10-22
3752,06-11-22
3753,06-12-22
3754,6/13/2022
3755,6/14/2022
3756,5/15/2022
3757,5/16/2022
3758,5/17/2022
3759,5/18/2022
3760,5/19/2022
3761,5/20/2022
3762,5/21/2022
3763,5/22/2022
3764,5/23/2022
3765,5/24/2022
3766,5/25/2022
3767,5/26/2022
3768,5/27/2022
3769,5/28/2022
3770,5/29/2022
3771,5/30/2022
3772,5/31/2022
3773,06-01-22
3774,06-02-22
3775,06-03-22
3776,06-04-22
3777,06-05-22
3778,06-06-22
3779,06-07-22
3780,06-08-22
3781,06-09-22
3782,06-10-22
3783,06-11-22
3784,06-12-22
3785,6/13/2022
3786,6/14/2022
3787,5/15/2022
3788,5/16/2022
3789,5/17/2022
3790,5/18/2022
3791,5/19/2022
3792,5/20/2022
3793,5/21/2022
3794,5/22/2022
3795,5/23/2022
3796,5/24/2022
3797,5/25/2022
3798,5/26/2022
3799,5/27/2022
3800,5/28/2022
3801,5/29/2022
3802,5/30/2022
3803,5/31/2022
3804,06-01-22
3805,06-02-22
3806,06-03-22
3807,06-04-22
3808,06-05-22
3809,06-06-22
3810,06-07-22
3811,06-08-22
3812,06-09-22
3813,06-10-22
3814,06-11-22
3815,06-12-22
3816,6/13/2022
3817,6/14/2022
3818,5/15/2022
3819,5/16/2022
3820,5/17/2022
3821,5/18/2022
3822,5/19/2022
3823,5/20/2022
3824,5/21/2022
3825,5/22/2022
3826,5/23/2022
3827,5/24/2022
3828,5/25/2022
3829,5/26/2022
3830,5/27/2022
3831,5/28/2022
3832,5/29/2022
3833,5/30/2022
3834,5/31/2022
3835,06-01-22
3836,06-02-22
3837,06-03-22
3838,06-04-22
3839,06-05-22
3840,06-06-22
3841,06-07-22
3842,06-08-22
3843,06-09-22
3844,06-10-22
3845,06-11-22
3846,06-12-22
3847,6/13/2022
3848,6/14/2022
3849,5/14/2022
3850,5/15/2022
3851,5/16/2022
3852,5/17/2022
3853,5/18/2022
3854,5/19/2022
3855,5/20/2022
3856,5/21/2022
3857,5/22/2022
3858,5/23/2022
3859,5/24/2022
3860,5/25/2022
3861,5/26/2022
3862,5/27/2022
3863,5/28/2022
3864,5/29/2022
3865,5/30/2022
3866,5/31/2022
3867,06-01-22
3868,06-02-22
3869,06-03-22
3870,06-04-22
3871,06-05-22
3872,06-06-22
3873,06-07-22
3874,06-08-22
3875,06-09-22
3876,06-10-22
3877,06-11-22
3878,06-12-22
3879,6/13/2022
3880,6/14/2022
3881,5/15/2022
3882,5/16/2022
3883,5/17/2022
3884,5/18/2022
3885,5/19/2022
3886,5/20/2022
3887,5/21/2022
3888,5/22/2022
3889,5/23/2022
3890,5/24/2022
3891,5/25/2022
3892,5/26/2022
3893,5/27/2022
3894,5/28/2022
3895,5/29/2022
3896,5/30/2022
3897,5/31/2022
3898,06-01-22
3899,06-02-22
3900,06-03-22
3901,06-04-22
3902,06-05-22
3903,06-06-22
3904,06-07-22
3905,06-08-22
3906,06-09-22
3907,06-10-22
3908,06-11-22
3909,06-12-22
3910,6/13/2022
3911,6/14/2022
3912,5/15/2022
3913,5/16/2022
3914,5/17/2022
3915,5/18/2022
3916,5/19/2022
3917,5/20/2022
3918,5/21/2022
3919,5/22/2022
3920,5/23/2022
3921,5/24/2022
3922,5/25/2022
3923,5/26/2022
3924,5/27/2022
3925,5/28/2022
3926,5/29/2022
3927,5/30/2022
3928,5/31/2022
3929,06-01-22
3930,06-02-22
3931,06-03-22
3932,06-04-22
3933,06-05-22
3934,06-06-22
3935,06-07-22
3936,06-08-22
3937,06-09-22
3938,06-10-22
3939,06-11-22
3940,06-12-22
3941,6/13/2022
3942,6/14/2022
3943,5/15/2022
3944,5/16/2022
3945,5/17/2022
3946,5/18/2022
3947,5/19/2022
3948,5/20/2022
3949,5/21/2022
3950,5/22/2022
3951,5/23/2022
3952,5/24/2022
3953,5/25/2022
3954,5/26/2022
3955,5/27/2022
3956,5/28/2022
3957,5/29/2022
3958,5/30/2022
3959,5/31/2022
3960,06-01-22
3961,06-02-22
3962,06-03-22
3963,06-04-22
3964,06-05-22
3965,06-06-22
3966,06-07-22
3967,06-08-22
3968,06-09-22
3969,06-10-22
3970,06-11-22
3971,06-12-22
3972,6/13/2022
3973,6/14/2022
3974,5/15/2022
3975,5/16/2022
3976,5/17/2022
3977,5/18/2022
3978,5/19/2022
3979,5/20/2022
3980,5/21/2022
3981,5/22/2022
3982,5/23/2022
3983,5/24/2022
3984,5/25/2022
3985,5/26/2022
3986,5/27/2022
3987,5/28/2022
3988,5/29/2022
3989,5/30/2022
3990,5/31/2022
3991,06-01-22
3992,06-02-22
3993,06-03-22
3994,06-04-22
3995,06-05-22
3996,06-06-22
3997,06-07-22
3998,06-08-22
3999,06-09-22
4000,06-10-22
4001,06-11-22
4002,06-12-22
4003,6/13/2022
4004,6/14/2022
4005,5/15/2022
4006,5/16/2022
4007,5/17/2022
4008,5/18/2022
4009,5/19/2022
4010,5/20/2022
4011,5/21/2022
4012,5/22/2022
4013,5/23/2022
4014,5/24/2022
4015,5/25/2022
4016,5/26/2022
4017,5/27/2022
4018,5/28/2022
4019,5/29/2022
4020,5/30/2022
4021,5/31/2022
4022,06-01-22
4023,06-02-22
4024,06-03-22
4025,06-04-22
4026,06-05-22
4027,06-06-22
4028,06-07-22
4029,06-08-22
4030,06-09-22
4031,06-10-22
4032,06-11-22
4033,06-12-22
4034,6/13/2022
4035,6/14/2022
4036,5/14/2022
4037,5/15/2022
4038,5/16/2022
4039,5/17/2022
4040,5/18/2022
4041,5/19/2022
4042,5/20/2022
4043,5/21/2022
4044,5/22/2022
4045,5/23/2022
4046,5/24/2022
4047,5/25/2022
4048,5/26/2022
4049,5/27/2022
4050,5/28/2022
4051,5/29/2022
4052,5/30/2022
4053,5/31/2022
4054,06-01-22
4055,06-02-22
4056,06-03-22
4057,06-04-22
4058,06-05-22
4059,06-06-22
4060,06-07-22
4061,06-08-22
4062,06-09-22
4063,06-10-22
4064,06-11-22
4065,06-12-22
4066,6/13/2022
4067,6/14/2022
4068,5/15/2022
4069,5/16/2022
4070,5/17/2022
4071,5/18/2022
4072,5/19/2022
4073,5/20/2022
4074,5/21/2022
4075,5/22/2022
4076,5/23/2022
4077,5/24/2022
4078,5/25/2022
4079,5/26/2022
4080,5/27/2022
4081,5/28/2022
4082,5/29/2022
4083,5/30/2022
4084,5/31/2022
4085,06-01-22
4086,06-02-22
4087,06-03-22
4088,06-04-22
4089,06-05-22
4090,06-06-22
4091,06-07-22
4092,06-08-22
4093,06-09-22
4094,06-10-22
4095,06-11-22
4096,06-12-22
4097,6/13/2022
4098,6/14/2022
4099,5/15/2022
4100,5/16/2022
4101,5/17/2022
4102,5/18/2022
4103,5/19/2022
4104,5/20/2022
4105,5/21/2022
4106,5/22/2022
4107,5/23/2022
4108,5/24/2022
4109,5/25/2022
4110,5/26/2022
4111,5/27/2022
4112,5/28/2022
4113,5/29/2022
4114,5/30/2022
4115,5/31/2022
4116,06-01-22
4117,06-02-22
4118,06-03-22
4119,06-04-22
4120,06-05-22
4121,06-06-22
4122,06-07-22
4123,06-08-22
4124,06-09-22
4125,06-10-22
4126,06-11-22
4127,06-12-22
4128,6/13/2022
4129,6/14/2022
4130,5/15/2022
4131,5/16/2022
4132,5/17/2022
4133,5/18/2022
4134,5/19/2022
4135,5/20/2022
4136,5/21/2022
4137,5/22/2022
4138,5/23/2022
4139,5/24/2022
4140,5/25/2022
4141,5/26/2022
4142,5/27/2022
4143,5/28/2022
4144,5/29/2022
4145,5/30/2022
4146,5/31/2022
4147,06-01-22
4148,06-02-22
4149,06-03-22
4150,06-04-22
4151,06-05-22
4152,06-06-22
4153,06-07-22
4154,06-08-22
4155,06-09-22
4156,06-10-22
4157,06-11-22
4158,06-12-22
4159,6/13/2022
4160,6/14/2022
4161,5/15/2022
4162,5/16/2022
4163,5/17/2022
4164,5/18/2022
4165,5/19/2022
4166,5/20/2022
4167,5/21/2022
4168,5/22/2022
4169,5/23/2022
4170,5/24/2022
4171,5/25/2022
4172,5/26/2022
4173,5/27/2022
4174,5/28/2022
4175,5/29/2022
4176,5/30/2022
4177,5/31/2022
4178,06-01-22
4179,06-02-22
4180,06-03-22
4181,06-04-22
4182,06-05-22
4183,06-06-22
4184,06-07-22
4185,06-08-22
4186,06-09-22
4187,06-10-22
4188,06-11-22
4189,06-12-22
4190,6/13/2022
4191,6/14/2022
4192,5/15/2022
4193,5/16/2022
4194,5/17/2022
4195,5/18/2022
4196,5/19/2022
4197,5/20/2022
4198,5/21/2022
4199,5/22/2022
4200,5/23/2022
4201,5/24/2022
4202,5/25/2022
4203,5/26/2022
4204,5/27/2022
4205,5/28/2022
4206,5/29/2022
4207,5/30/2022
4208,5/31/2022
4209,06-01-22
4210,06-02-22
4211,06-03-22
4212,06-04-22
4213,06-05-22
4214,06-06-22
4215,06-07-22
4216,06-08-22
4217,06-09-22
4218,06-10-22
4219,06-11-22
4220,06-12-22
4221,6/13/2022
4222,6/14/2022
4223,5/14/2022
4224,5/15/2022
4225,5/16/2022
4226,5/17/2022
4227,5/18/2022
4228,5/19/2022
4229,5/20/2022
4230,5/21/2022
4231,5/22/2022
4232,5/23/2022
4233,5/24/2022
4234,5/25/2022
4235,5/26/2022
4236,5/27/2022
4237,5/28/2022
4238,5/29/2022
4239,5/30/2022
4240,5/31/2022
4241,06-01-22
4242,06-02-22
4243,06-03-22
4244,06-04-22
4245,06-05-22
4246,06-06-22
4247,06-07-22
4248,06-08-22
4249,06-09-22
4250,06-10-22
4251,06-11-22
4252,06-12-22
4253,6/13/2022
4254,6/14/2022
4255,5/15/2022
4256,5/16/2022
4257,5/17/2022
4258,5/18/2022
4259,5/19/2022
4260,5/20/2022
4261,5/21/2022
4262,5/22/2022
4263,5/23/2022
4264,5/24/2022
4265,5/25/2022
4266,5/26/2022
4267,5/27/2022
4268,5/28/2022
4269,5/29/2022
4270,5/30/2022
4271,5/31/2022
4272,06-01-22
4273,06-02-22
4274,06-03-22
4275,06-04-22
4276,06-05-22
4277,06-06-22
4278,06-07-22
4279,06-08-22
4280,06-09-22
4281,06-10-22
4282,06-11-22
4283,06-12-22
4284,6/13/2022
4285,6/14/2022
4286,5/15/2022
4287,5/16/2022
4288,5/17/2022
4289,5/18/2022
4290,5/19/2022
4291,5/20/2022
4292,5/21/2022
4293,5/22/2022
4294,5/23/2022
4295,5/24/2022
4296,5/25/2022
4297,5/26/2022
4298,5/27/2022
4299,5/28/2022
4300,5/29/2022
4301,5/30/2022
4302,5/31/2022
4303,06-01-22
4304,06-02-22
4305,06-03-22
4306,06-04-22
4307,06-05-22
4308,06-06-22
4309,06-07-22
4310,06-08-22
4311,06-09-22
4312,06-10-22
4313,06-11-22
4314,06-12-22
4315,6/13/2022
4316,6/14/2022
4317,5/15/2022
4318,5/16/2022
4319,5/17/2022
4320,5/18/2022
4321,5/19/2022
4322,5/20/2022
4323,5/21/2022
4324,5/22/2022
4325,5/23/2022
4326,5/24/2022
4327,5/25/2022
4328,5/26/2022
4329,5/27/2022
4330,5/28/2022
4331,5/29/2022
4332,5/30/2022
4333,5/31/2022
4334,06-01-22
4335,06-02-22
4336,06-03-22
4337,06-04-22
4338,06-05-22
4339,06-06-22
4340,06-07-22
4341,06-08-22
4342,06-09-22
4343,06-10-22
4344,06-11-22
4345,06-12-22
4346,6/13/2022
4347,6/14/2022
4348,5/15/2022
4349,5/16/2022
4350,5/17/2022
4351,5/18/2022
4352,5/19/2022
4353,5/20/2022
4354,5/21/2022
4355,5/22/2022
4356,5/23/2022
4357,5/24/2022
4358,5/25/2022
4359,5/26/2022
4360,5/27/2022
4361,5/28/2022
4362,5/29/2022
4363,5/30/2022
4364,5/31/2022
4365,06-01-22
4366,06-02-22
4367,06-03-22
4368,06-04-22
4369,06-05-22
4370,06-06-22
4371,06-07-22
4372,06-08-22
4373,06-09-22
4374,06-10-22
4375,06-11-22
4376,06-12-22
4377,6/13/2022
4378,6/14/2022
4379,5/15/2022
4380,5/16/2022
4381,5/17/2022
4382,5/18/2022
4383,5/19/2022
4384,5/20/2022
4385,5/21/2022
4386,5/22/2022
4387,5/23/2022
4388,5/24/2022
4389,5/25/2022
4390,5/26/2022
4391,5/27/2022
4392,5/28/2022
4393,5/29/2022
4394,5/30/2022
4395,5/31/2022
4396,06-01-22
4397,06-02-22
4398,06-03-22
4399,06-04-22
4400,06-05-22
4401,06-06-22
4402,06-07-22
4403,06-08-22
4404,06-09-22
4405,06-10-22
4406,06-11-22
4407,06-12-22
4408,6/13/2022
4409,6/14/2022
4410,5/14/2022
4411,5/15/2022
4412,5/16/2022
4413,5/17/2022
4414,5/18/2022
4415,5/19/2022
4416,5/20/2022
4417,5/21/2022
4418,5/22/2022
4419,5/23/2022
4420,5/24/2022
4421,5/25/2022
4422,5/26/2022
4423,5/27/2022
4424,5/28/2022
4425,5/29/2022
4426,5/30/2022
4427,5/31/2022
4428,06-01-22
4429,06-02-22
4430,06-03-22
4431,06-04-22
4432,06-05-22
4433,06-06-22
4434,06-07-22
4435,06-08-22
4436,06-09-22
4437,06-10-22
4438,06-11-22
4439,06-12-22
4440,6/13/2022
4441,6/14/2022
4442,5/15/2022
4443,5/16/2022
4444,5/17/2022
4445,5/18/2022
4446,5/19/2022
4447,5/20/2022
4448,5/21/2022
4449,5/22/2022
4450,5/23/2022
4451,5/24/2022
4452,5/25/2022
4453,5/26/2022
4454,5/27/2022
4455,5/28/2022
4456,5/29/2022
4457,5/30/2022
4458,5/31/2022
4459,06-01-22
4460,06-02-22
4461,06-03-22
4462,06-04-22
4463,06-05-22
4464,06-06-22
